연번,분야,행사유형,분야 및 행사유형,지역,제목,출처,행사시작일,행사종료일,등록일
1484,경영,사업설명회,경영 > 사업설명회,부산광역시,[부산] 2020년 제6회 부산광역시 사회적경제 설명회 개최,부산광역시 사회적경제지원센터,2020-09-24,2020-09-25,2020-09-08
1485,수출,교육,수출 > 교육,서울특별시,[서울] 2020 Hub-Academy 對 중국 비지니스 핵심인재 양성 교육 안내,서울기업지원센터,2020-09-12,2020-09-26,2020-09-08
1486,인력,전시/박람회,인력 > 전시/박람회,서울특별시,2020년 IBK 육군 온택트 일자리박람회 개최 안내,벤처기업협회,2020-11-02,2020-11-20,2020-09-07
1487,창업,교육,창업 > 교육,경기도,[경기] 수원시지속가능도시재단 창업학습 프로그램 소셜벤처 예비창업 길라잡이 교육 실시,경기중소기업종합정보시스템,2020-09-21,2020-09-23,2020-09-07
1488,인력,교육,인력 > 교육,부산광역시,[부산] 3D프린팅 활용 산업현장 전문기술 교육 참가자 모집 공고,부산테크노파크,2020-09-19,2020-11-28,2020-09-07
1489,기술,세미나/포럼,기술 > 세미나/포럼,서울특별시,제435회 STEPI 과학기술정책포럼 개최 안내,한국과학기술정보연구원,2020-09-16,2020-09-16,2020-09-07
1490,창업,교육,창업 > 교육,광주광역시,[광주] 2차 투자IR 교육 실시,광주정보문화산업진흥원,2020-10-07,2020-11-25,2020-09-07
1491,인력,세미나/포럼,인력 > 세미나/포럼,서울특별시,K-의료시스템 수출지원 온라인 세미나 개최 안내,한국보건산업진흥원,2020-09-14,2020-09-25,2020-09-07
1492,수출,수출상담회,수출 > 수출상담회,인천광역시,[인천] 2020년 일본-동남아 소비재 바이어 화상 수출상담회 개최,인천시비즈오케이,2020-10-19,2020-10-21,2020-09-07
1493,수출,교육,수출 > 교육,대구광역시,[대구] 수출경쟁력 강화를 위한 FTA활용 및 관세환급 실무교육 개최,대한상공회의소,2020-09-25,2020-09-25,2020-09-07
1494,인력,세미나/포럼,인력 > 세미나/포럼,충청북도,2020년 의료기기산업 온라인 정책 포럼,한국의료기기산업협회,2020-09-17,2020-09-17,2020-09-07
1495,수출,전시/박람회,수출 > 전시/박람회,경상남도,한-세계화상 비즈니스 위크 행사 개최,대한상공회의소,2020-11-12,2020-11-14,2020-09-07
1496,기술,교육,기술 > 교육,인천광역시,[인천] 2020년 인천 스마트공장 아카데미 교육 안내,인천시비즈오케이,2020-09-24,2020-11-05,2020-09-07
1497,창업,전시/박람회,창업 > 전시/박람회,대전광역시,[대전] 2020년 온라인 소상공인 창업박람회 개최 안내,대전경제통상진흥원,2020-10-19,2020-11-20,2020-09-04
1498,인력,교육,인력 > 교육,전라북도,[전북] 2020년 문화콘텐츠아카데미 콘텐츠 편집 기초 양성과정 6차 교육 안내,전라북도문화콘텐츠산업진흥원,2020-10-06,2020-10-29,2020-09-04
1499,인력,교육,인력 > 교육,대구광역시,[대구] 2020년 9월 사회적경제 공공시장 진출 지원사업 입찰 교육 안내,대구상공회의소,2020-09-22,2020-09-23,2020-09-04
1500,창업,교육,창업 > 교육,서울특별시,SC제일은행-WISET Women in Fintech 아카데미 개최 안내,한국여성과학기술인지원센터,2020-10-12,2020-11-18,2020-09-04
1501,기술,사업설명회,기술 > 사업설명회,대전광역시,KAIST 온라인 기술이전 설명회(바이오/소재ㆍ부품ㆍ장비 분야) 개최 안내,"성남산업진흥원,",2020-09-17,2020-09-17,2020-09-04
1502,기술,교육,기술 > 교육,서울특별시,[서울] 2020년 서울핀테크아카데미 교육 안내,서울특별시,2020-10-05,2020-12-12,2020-09-04
1503,인력,교육,인력 > 교육,경기도,[경기] IP창업교용존 IP(지식재산) 창업교육 온라인 교육생 모집 공고,경기테크노파크,2020-09-16,2020-09-30,2020-09-03
1504,경영,기타,경영 > 기타,충청북도,"[충북] 청주시 2020년 9월 무료 변리(특허,상표,디자인) 상담 안내",청주상공회의소,2020-09-18,2020-09-18,2020-09-03
1505,창업,교육,창업 > 교육,광주광역시,[광주] 제1기 비즈니스 레벨업 라운지 개최 안내,광주정보문화산업진흥원,2020-09-15,2020-10-13,2020-09-03
1506,창업,교육,창업 > 교육,경기도,2020년 스타트업 온라인 실무교육 심화과정 참가자 모집 공고,시흥산업진흥원,2020-09-07,2020-09-11,2020-09-03
1507,창업,교육,창업 > 교육,경기도,2020년 스타트업 온라인 실무교육 특화과정 참가자 모집 공고,시흥산업진흥원,2020-09-14,2020-09-18,2020-09-03
1508,경영,교육,경영 > 교육,경기도,[경기] 수원시 핵심만 콕! 바로 쓰는 총무실무 온라인 교육 안내,수원상공회의소,2020-09-23,2020-09-23,2020-09-03
1509,기술,세미나/포럼,기술 > 세미나/포럼,서울특별시,"2020년 디지털콘텐츠 컨퍼런스(언택트 시대, 비즈니스 전략) 개최 안내",차세대융합콘텐츠산업협회,2020-09-22,2020-09-22,2020-09-03
1510,내수,전시/박람회,내수 > 전시/박람회,서울특별시,2020년 한국관광 온라인 박람회 (KTVF2020) 개최 안내,관광기업지원센터,2020-10-12,2020-10-16,2020-09-03
1511,경영,교육,경영 > 교육,전라남도,"[전남] 2020년 제2차 중소기업 경영역량강화교육 안내(온택트시대, 재택(원격)근무의 이해와 실무)",전남중소기업진흥원,2020-09-15,2020-09-15,2020-09-03
1512,인력,교육,인력 > 교육,경기도,[경기] 협동조합 임직원 경영역량교육,경기도사회적경제센터,2020-09-14,2020-09-24,2020-09-02
1513,경영,교육,경영 > 교육,울산광역시,[울산] 2020년 마을기업 설립 교육(19기) 실시,울산경제진흥원,2020-09-23,2020-09-25,2020-09-02
1514,인력,세미나/포럼,인력 > 세미나/포럼,경기도,의료기기 아이디어 온라인 포럼 - 스마트 의료기기 & AI 참가 모집 안내,분당서울대학교병원,2020-09-16,2020-09-16,2020-09-02
1515,인력,교육,인력 > 교육,경기도,[경기] 섬유업종 FTA활용 수출입 전략 및 관세환급 설명회 안내,경기북서부FTA센터,2020-09-16,2020-09-16,2020-09-02
1516,인력,교육,인력 > 교육,전라북도,[전북] 對중국 수출 전략 온라인 강의 수강 모집공고,전라북도경제통상진흥원,2020-09-10,2020-09-10,2020-09-02
1517,인력,교육,인력 > 교육,경상남도,[경남] 마을기업 비즈니스 모델수립 아카데미 참가자 모집,경남마을기업포털,2020-09-14,2020-09-23,2020-09-02
1518,내수,전시/박람회,내수 > 전시/박람회,서울특별시,2020년 에듀테크 코리아 페어 (온라인) 개최 안내,2020 에듀테크 코리아,2020-09-09,2020-09-11,2020-09-02
1519,기술,세미나/포럼,기술 > 세미나/포럼,서울특별시,2020년 에듀테크 코리아 포럼 (온라인) 개최 안내,2020 에듀테크 코리아,2020-09-08,2020-09-11,2020-09-02
1520,인력,세미나/포럼,인력 > 세미나/포럼,경기도,국방 드론산업 발전을 위한 온라인 세미나 개최 안내,방위사업청,2020-09-15,2020-09-15,2020-09-01
1521,창업,교육,창업 > 교육,강원도,[강원] 양구군 위기극복 창업지원 프로그램 교육 재안내,강원도경제진흥원,2020-09-14,2020-09-30,2020-09-01
1522,인력,교육,인력 > 교육,강원도,"[강원] 화천군, 양구군 소상공인 재기/성장지원 기본교육 교육 실시",강원도경제진흥원,2020-09-14,2020-09-30,2020-09-01
1523,인력,세미나/포럼,인력 > 세미나/포럼,서울특별시,2020년 제1회 생애전환지원포럼(온라인) 개최 안내,서울특별시50플러스재단,2020-09-17,2020-09-17,2020-09-01
1524,인력,교육,인력 > 교육,전라남도,2020년 클라우드 서비스 사업자 대상 취약점 점검 실습 교육 안내,한국인터넷진흥원,2020-09-17,2020-09-18,2020-09-01
1525,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2020년 G밸리 스타트업 데모데이 개최,벤처기업협회,2020-09-11,2020-09-11,2020-09-01
1526,인력,교육,인력 > 교육,전라북도,[전북] 전주시 2020년 1인 미디어 로컬크리에이터 양성교육 3기(고급과정) 실시,전주정보문화산업진흥원,2020-10-05,2020-10-27,2020-09-01
1527,수출,세미나/포럼,수출 > 세미나/포럼,광주광역시,[광주ㆍ전남] 러시아 식품 진출전략 온라인 세미나 개최 안내,한국무역협회,2020-09-16,2020-09-16,2020-09-01
1528,수출,교육,수출 > 교육,경상남도,[경남] 제38기 온라인 경남무역아카데미 개최 안내,한국무역협회,2020-09-21,2020-10-20,2020-09-01
1529,경영,세미나/포럼,경영 > 세미나/포럼,부산광역시,[동남권] 2020년 제16회 전문무역상사 - 제조기업 매칭 상담회 개최,한국무역협회,2020-09-18,2020-09-18,2020-09-01
1530,수출,교육,수출 > 교육,경기도,[경기] 수출초보 및 영세기업 대상 하루만에 끝내는 핵심 기초 무역실무 교육 안내,경기북서부FTA활용지원센터,2020-09-09,2020-09-09,2020-09-01
1531,인력,교육,인력 > 교육,서울특별시,"한국산업기술협회 스마트제조 분야 교육 안내(MES,PLC,HMI,전기,스마트공장,자동제어)",한국산업기술협회,2020-09-05,2020-10-31,2020-09-01
1532,기술,사업설명회,기술 > 사업설명회,전라북도,[전북ㆍ경남] 2020년 기술거래화개장터 상담회 개최,전북테크노파크,2020-09-24,2020-09-24,2020-08-31
1533,인력,교육,인력 > 교육,서울특별시,[서울] 영등포구 2020년 하반기 소상공인 리더스아카데미 개최 안내,서울기업지원센터,2020-09-24,2020-12-01,2020-08-31
1534,수출,교육,수출 > 교육,대구광역시,[대구ㆍ경북] 2020년 9월 무역실무 아카데미 안내,대구경북지방중소벤처기업청,2020-09-02,2020-09-16,2020-08-31
1535,인력,교육,인력 > 교육,충청남도,[충청권] 2020년 2기 인공지능 교육 프로그램 실시,충북과학기술혁신원,2020-09-14,2020-11-20,2020-08-31
1536,수출,수출상담회,수출 > 수출상담회,서울특별시,2020년 수출바우처 매칭페어 개최 안내,대한무역투자진흥공사 수출바우처,2020-10-20,2020-10-20,2020-08-31
1537,경영,교육,경영 > 교육,전라북도,빅데이터를 활용한 스마트팜 전문가 교육 안내,한국전자기술연구원,2020-09-15,2020-10-08,2020-08-31
1538,경영,워크샵,경영 > 워크샵,서울특별시,2020년 2차 콘텐츠 투자자 워크숍 개최 안내,한국콘텐츠진흥원,2020-09-08,2020-09-08,2020-08-31
1539,기술,세미나/포럼,기술 > 세미나/포럼,대구광역시,2020년 국제기술협력지원센터 2차년도 국내 기술교류회 개최,한국섬유개발연구원,2020-09-03,2020-09-03,2020-08-31
1540,인력,교육,인력 > 교육,서울특별시,[서울] 제2회 청년여성 직무업 포럼 개최 안내,서울특별시여성능력개발원,2020-09-11,2020-09-11,2020-08-28
1541,인력,전시/박람회,인력 > 전시/박람회,경상남도,[경남] 2020년 대표기업 온라인 채용박람회 개최 안내,경남지방중소벤처기업청,2020-10-07,2020-11-06,2020-08-28
1542,인력,교육,인력 > 교육,대구광역시,[대구] 2020년 초기 디자이너 실무 역량강화 교육 추가모집 공고,한국패션산업연구원,2020-09-01,2020-12-31,2020-08-28
1543,창업,교육,창업 > 교육,대전광역시,[대전] 2020년 소상공인 창업 및 경영개선을 위한 교육 안내,대전경제통상진흥원,2020-10-15,2020-11-26,2020-08-28
1544,내수,교육,내수 > 교육,울산광역시,[울산] 비대면 비즈니스 증가에 따른 중소기업 마케팅 홍보영상 제작 교육과정 안내,울산테크노파크,2020-09-15,2020-10-06,2020-08-28
1545,수출,교육,수출 > 교육,전라북도,[전북] 2020년 FTA스쿨 원산지관리사 온라인 교육 안내,전라북도경제통상진흥원,2020-09-07,2020-10-26,2020-08-28
1546,기술,교육,기술 > 교육,서울특별시,2020년 1차 (실습과정) 사업자 대상 위치정보 보호 교육 개최 안내,한국인터넷진흥원,2020-09-22,2020-09-22,2020-08-28
1547,경영,교육,경영 > 교육,서울특별시,특허지원센터 지재권 역량강화를 위한 맞춤형 교육 안내,한국전자정보통신산업진흥회,2020-09-11,2020-09-11,2020-08-28
1548,경영,교육,경영 > 교육,서울특별시,2020년 ICT 벤처 M&A 역량강화 교육 안내,벤처기업협회,2020-09-15,2020-09-22,2020-08-27
1549,인력,교육,인력 > 교육,경기도,[경기] 창업베이스캠프 창업아카데미(창업초기단계) 교육 안내,경기도경제과학진흥원,2020-09-03,2020-09-10,2020-08-27
1550,인력,교육,인력 > 교육,광주광역시,[광주] 2020년 온라인 법정의무교육 실시 안내,광주상공회의소,2020-08-26,2020-12-31,2020-08-27
1551,경영,세미나/포럼,경영 > 세미나/포럼,울산광역시,[울산] 제164차 울산경제포럼 개최 안내,울산상공회의소,2020-09-17,2020-09-17,2020-08-27
1552,경영,사업설명회,경영 > 사업설명회,부산광역시,[부산] 2020년 한-아세안 ICT융합빌리지 K-아세안 XR랩 구축 사업설명회 개최,부산정보산업진흥원,2020-08-28,2020-08-28,2020-08-27
1553,인력,교육,인력 > 교육,경기도,[경기] 사회적경제 창업아카데미 모집 공고,동양대학교 산학협력단,2020-09-01,2020-12-31,2020-08-27
1554,경영,사업설명회,경영 > 사업설명회,경기도,소부장 기업의 코로나19 위기대응과 리질리언스 가이드 웨비나 실시,시흥산업진흥원,2020-09-04,2020-09-04,2020-08-27
1555,수출,기타,수출 > 기타,서울특별시,한-네덜란드 스타트업 협력 행사 안내,한국벤처캐피탈협회,2020-09-15,2020-09-16,2020-08-27
1556,수출,교육,수출 > 교육,대구광역시,[대구ㆍ경북] 2020년 1차 스타트업 수출 아카데미 운영 계획,대구ㆍ경북지방중소벤처기업청,2020-09-07,2020-09-09,2020-08-27
1557,수출,교육,수출 > 교육,충청북도,[충북] 의료기기 해외 인허가 실무과정 교육 안내,한국보건산업진흥원,2020-09-23,2020-09-24,2020-08-27
1558,수출,교육,수출 > 교육,충청북도,[충북] 2020년 제4기 충북통상아카데미(무역실무+무역영어) 교육 실시,충북글로벌마케팅시스템,2020-09-23,2020-09-24,2020-08-27
1559,인력,세미나/포럼,인력 > 세미나/포럼,서울특별시,코로나 19 대응 유연근무ㆍ재택근무 온라인 전략세미나 개최 안내,한국표준협회,2020-09-07,2020-09-18,2020-08-27
1560,인력,교육,인력 > 교육,세종특별자치시,카이스트 지식재산전략 최고위과정(AIP) 10기 교육 안내,카이스트,2020-10-21,2021-03-24,2020-08-27
1561,내수,사업설명회,내수 > 사업설명회,전라북도,NS홈쇼핑 온라인 입점 설명회(2020 익산 온라인 식품대전) 개최 안내,익산식품대전,2020-09-04,2020-09-04,2020-08-27
1562,수출,교육,수출 > 교육,울산광역시,[울산] FTA 단기 종합실무 교육(초급반) 안내,한국무역협회 울산지역본부,2020-09-24,2020-09-24,2020-08-26
1563,인력,전시/박람회,인력 > 전시/박람회,서울특별시,[서울] 2020년 G밸리 우수기업 온택트 채용 박람회 개최 안내,벤처기업협회,2020-09-07,2020-09-25,2020-08-26
1564,인력,교육,인력 > 교육,대구광역시,[대구] 2020년 정보화아카데미 블록체인 교육 안내,대구디지털산업진흥원,2020-09-17,2020-10-20,2020-08-25
1565,인력,교육,인력 > 교육,경기도,[경기] 한-중 FTA 활용 중국지역 전문가 양성 교육 안내,경기중소기업연합회(경기FTA활용지원센터),2020-09-08,2020-09-17,2020-08-25
1566,금융,사업설명회,금융 > 사업설명회,광주광역시,광주 온라인 투자유치 설명회 개최,광주광역시청,2020-08-27,2020-12-10,2020-08-25
1567,인력,교육,인력 > 교육,서울특별시,클라우드 API를 활용한 Computer Vision 개발과정 9월 개최,한국클라우드컴퓨팅연구조합,2020-09-21,2020-09-23,2020-08-25
